query,true_domain,original_pred_domain,corrected_pred_domain,true_intent,original_pred_intent,corrected_pred_intent,true_endpoint,original_pred_endpoint,corrected_pred_endpoint,true_parameters,original_pred_parameters,corrected_pred_parameters,true_ontology,original_pred_ontology,corrected_pred_ontology,llm_ontology_domain_correct,llm_ontology_intent_correct,llm_ontology_endpoint_correct,llm_ontology_parameter_correct,llm_ontology_ontology_correct,llm_ontology_end_to_end_correct,ontology_validation_valid,has_hallucination,has_missing_parameters,ontology_inconsistent,missing_parameters,hallucinated_parameters
Remind me what was purchased under ORD-22099.,Order,Order,Order,GetOrderDetails,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,/orders/details,orderId=ORD-22099,orderId=ORD-22099,orderId=ORD-22099,GetOrderDetails,GetOrderDetails,GetOrderDetails,True,True,True,True,True,True,True,False,False,False,,
Open the record for OID-663 so I can see the contents.,Order,Order,Order,GetOrderDetails,GetOrderDetails,GetOrderDetails,/orders/details,/orders/details,/orders/details,orderId=OID-663,orderId=OID-663,orderId=OID-663,GetOrderDetails,GetOrderDetails,GetOrderDetails,True,True,True,True,True,True,True,False,False,False,,
Schedule a team standup on Monday at 9am.,Calendar,Calendar,Calendar,CreateMeeting,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,/calendar/meetings/create,title=team standup;date=Monday;time=9am,date=UNKNOWN;time=09:00;description=team standup,date=UNKNOWN;time=09:00;description=team standup,CreateMeeting,CreateMeeting,CreateMeeting,True,True,True,False,True,False,False,True,True,True,participant,description
Create a meeting called marketing team meeting for June 25 at 2pm.,Calendar,Calendar,Calendar,CreateMeeting,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,/calendar/meetings/create,title=marketing team meeting;date=June 25;time=2pm;participant=marketing team,title=marketing team meeting;date=June 25;time=2pm,title=marketing team meeting;date=June 25;time=2pm,CreateMeeting,CreateMeeting,CreateMeeting,True,True,True,False,True,False,False,False,True,False,participant,
Schedule calendar time for product review session on July 1 at 10:30am.,Calendar,Calendar,Calendar,CreateMeeting,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,/calendar/meetings/create,title=product review session;date=July 1;time=10:30am,date=July 1;time=10:30am;title=Product Review Session,date=July 1;time=10:30am;title=Product Review Session,CreateMeeting,CreateMeeting,CreateMeeting,True,True,True,True,True,True,False,False,True,False,participant,
Create a calendar event for client call with Sarah on Friday at 3pm.,Calendar,Calendar,Calendar,CreateMeeting,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,/calendar/meetings/create,title=client call;date=Friday;time=3pm;participant=Sarah,client_call=Sarah;date=Friday;time=15:00,client_call=Sarah;date=Friday;time=15:00,CreateMeeting,CreateMeeting,CreateMeeting,True,True,True,False,True,False,False,True,True,True,participant,client_call
Add and schedule the board meeting on August 10 at 11am.,Calendar,Calendar,Calendar,CreateMeeting,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,/calendar/meetings/create,title=board meeting;date=August 10;time=11am,date=August 10;time=11am,date=August 10;time=11am,CreateMeeting,CreateMeeting,CreateMeeting,True,True,True,False,True,False,False,False,True,False,participant,
Please create one-on-one with manager on my calendar for tomorrow at 4pm.,Calendar,Calendar,Calendar,CreateMeeting,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,/calendar/meetings/create,title=one-on-one with manager;date=tomorrow;time=4pm;participant=manager,time=UNKNOWN;date=UNKNOWN;participants=manager,time=UNKNOWN;date=UNKNOWN;participants=manager,CreateMeeting,CreateMeeting,CreateMeeting,True,True,True,False,True,False,False,True,True,True,participant,participants
Schedule the event sprint planning for next Tuesday at 9:00am.,Calendar,Calendar,Calendar,CreateMeeting,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,/calendar/meetings/create,title=sprint planning;date=next Tuesday;time=9:00am,title=sprint planning;date=next Tuesday;time=9:00am,title=sprint planning;date=next Tuesday;time=9:00am,CreateMeeting,CreateMeeting,CreateMeeting,True,True,True,True,True,True,False,False,True,False,participant,
"Create a meeting entry: design review with UX team, Thursday at 1pm.",Calendar,Calendar,Calendar,CreateMeeting,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,/calendar/meetings/create,title=design review;date=Thursday;time=1pm;participant=UX team,title=design review;participants=UX team;date=Thursday;time=1pm,title=design review;participants=UX team;date=Thursday;time=1pm,CreateMeeting,CreateMeeting,CreateMeeting,True,True,True,False,True,False,False,True,True,True,participant,participants
Block time for Q3 Demo on September 5 at noon.,Calendar,Calendar,Calendar,CreateMeeting,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,/calendar/meetings/create,title=Q3 Demo;date=September 5;time=noon,date=September 5;time=noon,date=September 5;time=noon,CreateMeeting,CreateMeeting,CreateMeeting,True,True,True,False,True,False,False,False,True,False,participant,
"Put down lunch interview with Alex for next Wednesday, 12:30pm.",Calendar,Calendar,Calendar,CreateMeeting,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,/calendar/meetings/create,title=lunch interview;date=next Wednesday;time=12:30pm;participant=Alex,attendee=Alex;date=UNKNOWN;time=12:30pm,participant=Alex;date=UNKNOWN;time=12:30pm,CreateMeeting,CreateMeeting,CreateMeeting,True,True,True,False,True,False,True,False,False,False,,
Make sure I have Onboarding Intro October 3 at 8am.,Calendar,Calendar,Calendar,CreateMeeting,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,/calendar/meetings/create,title=Onboarding Intro;date=October 3;time=8am,date=October 3;time=8am;title=Onboarding Intro,date=October 3;time=8am;title=Onboarding Intro,CreateMeeting,CreateMeeting,CreateMeeting,True,True,True,True,True,True,False,False,True,False,participant,
Save catch-up call with sales team in my day on November 7 at 3:30pm.,Calendar,Calendar,Calendar,CreateMeeting,CreateMeeting,CreateMeeting,/calendar/meetings/create,/calendar/meetings/create,/calendar/meetings/create,title=catch-up call;date=November 7;time=3:30pm;participant=sales team,date=November 7;time=3:30pm;description=catch-up call with sales team,date=November 7;time=3:30pm;description=catch-up call with sales team,CreateMeeting,CreateMeeting,CreateMeeting,True,True,True,False,True,False,False,True,True,True,participant,description
Cancel meeting MTG-001.,Calendar,Calendar,Calendar,CancelMeeting,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=MTG-001,meetingId=MTG-001,meetingId=MTG-001,CancelMeeting,CancelMeeting,CancelMeeting,True,True,True,True,True,True,True,False,False,False,,
I need to cancel the meeting with ID MEET-5521.,Calendar,Calendar,Calendar,CancelMeeting,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=MEET-5521,meetingId=MEET-5521,meetingId=MEET-5521,CancelMeeting,CancelMeeting,CancelMeeting,True,True,True,True,True,True,True,False,False,False,,
Please delete meeting CAL-330 from my calendar.,Calendar,Calendar,Calendar,CancelMeeting,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=CAL-330,meetingId=CAL-330,meetingId=CAL-330,CancelMeeting,CancelMeeting,CancelMeeting,True,True,True,True,True,True,True,False,False,False,,
Cancel calendar event EVT-884.,Calendar,Calendar,Calendar,CancelMeeting,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=EVT-884,eventId=EVT-884,meetingId=EVT-884,CancelMeeting,CancelMeeting,CancelMeeting,True,True,True,True,True,True,True,False,False,False,,
Cancel the appointment meeting APPT-1199.,Calendar,Calendar,Calendar,CancelMeeting,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=APPT-1199,meetingId=APPT-1199,meetingId=APPT-1199,CancelMeeting,CancelMeeting,CancelMeeting,True,True,True,True,True,True,True,False,False,False,,
Delete meeting MTG-9920 from the schedule.,Calendar,Calendar,Calendar,CancelMeeting,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=MTG-9920,meetingId=MTG-9920,meetingId=MTG-9920,CancelMeeting,CancelMeeting,CancelMeeting,True,True,True,True,True,True,True,False,False,False,,
Cancel event SESS-3301 on my calendar.,Calendar,Calendar,Calendar,CancelMeeting,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=SESS-3301,meetingId=SESS-3301,meetingId=SESS-3301,CancelMeeting,CancelMeeting,CancelMeeting,True,True,True,True,True,True,True,False,False,False,,
Please cancel meeting MEET-7723; I cannot attend.,Calendar,Calendar,Calendar,CancelMeeting,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=MEET-7723,meetingId=MEET-7723,meetingId=MEET-7723,CancelMeeting,CancelMeeting,CancelMeeting,True,True,True,True,True,True,True,False,False,False,,
Erase appointment EVT-0050 from the calendar.,Calendar,Calendar,Calendar,CancelMeeting,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=EVT-0050,meetingId=EVT-0050,meetingId=EVT-0050,CancelMeeting,CancelMeeting,CancelMeeting,True,True,True,True,True,True,True,False,False,False,,
Drop event CONF-1415 for me.,Calendar,Calendar,Calendar,CancelMeeting,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=CONF-1415,meetingId=CONF-1415,meetingId=CONF-1415,CancelMeeting,CancelMeeting,CancelMeeting,True,True,True,True,True,True,True,False,False,False,,
BRK-2200 should not be on my day anymore.,Calendar,Calendar,Calendar,CancelMeeting,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=BRK-2200,meetingId=BRK-2200,meetingId=BRK-2200,CancelMeeting,CancelMeeting,CancelMeeting,True,True,True,True,True,True,True,False,False,False,,
Make SYNC-88 disappear from my agenda.,Calendar,Calendar,Calendar,CancelMeeting,CancelMeeting,CancelMeeting,/calendar/meetings/cancel,/calendar/meetings/cancel,/calendar/meetings/cancel,meetingId=SYNC-88,meetingId=SYNC-88,meetingId=SYNC-88,CancelMeeting,CancelMeeting,CancelMeeting,True,True,True,True,True,True,True,False,False,False,,
Update meeting MTG-001 to next Friday at 3pm.,Calendar,Calendar,Calendar,UpdateMeeting,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,/calendar/meetings/update,meetingId=MTG-001;date=next Friday;time=3pm,meetingId=MTG-001;date=UNKNOWN;time=15:00,meetingId=MTG-001;date=UNKNOWN;time=15:00,UpdateMeeting,UpdateMeeting,UpdateMeeting,True,True,True,False,True,False,True,False,False,False,,
Move meeting MEET-5521 to Wednesday.,Calendar,Calendar,Calendar,UpdateMeeting,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,/calendar/meetings/update,meetingId=MEET-5521;date=Wednesday,meetingId=MEET-5521;newDate=Wednesday,meetingId=MEET-5521;newDate=Wednesday,UpdateMeeting,UpdateMeeting,UpdateMeeting,True,True,True,False,True,False,False,True,True,True,"date,time",newDate
Change meeting CAL-330 to 2pm.,Calendar,Calendar,Calendar,UpdateMeeting,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,/calendar/meetings/update,meetingId=CAL-330;time=2pm,meetingId=CAL-330;time=2pm,meetingId=CAL-330;time=2pm,UpdateMeeting,UpdateMeeting,UpdateMeeting,True,True,True,True,True,True,False,False,True,False,date,
Update calendar event EVT-884 to July 10 at 10am.,Calendar,Calendar,Calendar,UpdateMeeting,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,/calendar/meetings/update,meetingId=EVT-884;date=July 10;time=10am,eventId=EVT-884;date=July 10;time=10am,meetingId=EVT-884;date=July 10;time=10am,UpdateMeeting,UpdateMeeting,UpdateMeeting,True,True,True,True,True,True,True,False,False,False,,
Move calendar meeting APPT-1199 to Thursday at 4pm.,Calendar,Calendar,Calendar,UpdateMeeting,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,/calendar/meetings/update,meetingId=APPT-1199;date=Thursday;time=4pm,meetingId=APPT-1199;date=Thursday;time=16:00,meetingId=APPT-1199;date=Thursday;time=16:00,UpdateMeeting,UpdateMeeting,UpdateMeeting,True,True,True,False,True,False,True,False,False,False,,
Change the schedule for meeting MTG-9920 to September 15.,Calendar,Calendar,Calendar,UpdateMeeting,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,/calendar/meetings/update,meetingId=MTG-9920;date=September 15,meetingId=MTG-9920;date=September 15,meetingId=MTG-9920;date=September 15,UpdateMeeting,UpdateMeeting,UpdateMeeting,True,True,True,True,True,True,False,False,True,False,time,
Please update meeting SESS-3301 so it is 8:30am.,Calendar,Calendar,Calendar,UpdateMeeting,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,/calendar/meetings/update,meetingId=SESS-3301;time=8:30am,meetingId=SESS-3301;time=8:30am,meetingId=SESS-3301;time=8:30am,UpdateMeeting,UpdateMeeting,UpdateMeeting,True,True,True,True,True,True,False,False,True,False,date,
Move meeting ID MEET-7723; new slot is next Monday.,Calendar,Calendar,Calendar,UpdateMeeting,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,/calendar/meetings/update,meetingId=MEET-7723;date=next Monday,meetingId=MEET-7723;newSlot=next Monday,meetingId=MEET-7723;newSlot=next Monday,UpdateMeeting,UpdateMeeting,UpdateMeeting,True,True,True,False,True,False,False,True,True,True,"date,time",newSlot
Can EVT-0050 happen on October 1 at 11am instead?,Calendar,Calendar,Calendar,UpdateMeeting,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,/calendar/meetings/update,meetingId=EVT-0050;date=October 1;time=11am,meetingId=EVT-0050;date=October 1;time=11am,meetingId=EVT-0050;date=October 1;time=11am,UpdateMeeting,UpdateMeeting,UpdateMeeting,True,True,True,True,True,True,True,False,False,False,,
Adjust CONF-1415 so it lands on Friday at 9am.,Calendar,Calendar,Calendar,UpdateMeeting,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,/calendar/meetings/update,meetingId=CONF-1415;date=Friday;time=9am,meetingId=CONF-1415;date=UNKNOWN;time=09:00,meetingId=CONF-1415;date=UNKNOWN;time=09:00,UpdateMeeting,UpdateMeeting,UpdateMeeting,True,True,True,False,True,False,True,False,False,False,,
BRK-2200 needs the new slot 6pm.,Calendar,Calendar,Calendar,UpdateMeeting,CreateMeeting,CreateMeeting,/calendar/meetings/update,/calendar/meetings/create,/calendar/meetings/create,meetingId=BRK-2200;time=6pm,time=6pm;slot=UNKNOWN,time=6pm;slot=UNKNOWN,UpdateMeeting,CreateMeeting,CreateMeeting,True,False,False,False,False,False,False,True,True,True,"date,participant",slot
The old time for SYNC-88 no longer works; use next Tuesday at 2:30pm.,Calendar,Calendar,Calendar,UpdateMeeting,UpdateMeeting,UpdateMeeting,/calendar/meetings/update,/calendar/meetings/update,/calendar/meetings/update,meetingId=SYNC-88;date=next Tuesday;time=2:30pm,time=UNKNOWN;date=UNKNOWN,time=UNKNOWN;date=UNKNOWN,UpdateMeeting,UpdateMeeting,UpdateMeeting,True,True,True,False,True,False,False,False,True,False,meetingId,
Am I available on Monday?,Calendar,Calendar,Calendar,CheckAvailability,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,/calendar/availability,date=Monday,date=Monday,date=Monday,CheckAvailability,CheckAvailability,CheckAvailability,True,True,True,True,True,True,True,False,False,False,,
Am I available on June 25 at 3pm?,Calendar,Calendar,Calendar,CheckAvailability,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,/calendar/availability,date=June 25;time=3pm,date=June 25;time=3pm,date=June 25;time=3pm,CheckAvailability,CheckAvailability,CheckAvailability,True,True,True,True,True,True,True,False,False,False,,
Is my calendar available on Tuesday?,Calendar,Calendar,Calendar,CheckAvailability,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,/calendar/availability,date=Tuesday,date=UNKNOWN,date=UNKNOWN,CheckAvailability,CheckAvailability,CheckAvailability,True,True,True,False,True,False,True,False,False,False,,
Am I available on Friday at 10am?,Calendar,Calendar,Calendar,CheckAvailability,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,/calendar/availability,date=Friday;time=10am,date=UNKNOWN;time=UNKNOWN,date=UNKNOWN;time=UNKNOWN,CheckAvailability,CheckAvailability,CheckAvailability,True,True,True,False,True,False,True,False,False,False,,
Can you see if I am available on July 5 at 2pm?,Calendar,Calendar,Calendar,CheckAvailability,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,/calendar/availability,date=July 5;time=2pm,date=July 5;time=14:00,date=July 5;time=14:00,CheckAvailability,CheckAvailability,CheckAvailability,True,True,True,False,True,False,True,False,False,False,,
Check if my calendar is available for September 20.,Calendar,Calendar,Calendar,CheckAvailability,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,/calendar/availability,date=September 20,date=September 20;time=UNKNOWN,date=September 20;time=UNKNOWN,CheckAvailability,CheckAvailability,CheckAvailability,True,True,True,True,True,True,True,False,False,False,,
Am I available for a meeting on next Thursday at 9am?,Calendar,Calendar,Calendar,CheckAvailability,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,/calendar/availability,date=next Thursday;time=9am,date=UNKNOWN;time=UNKNOWN,date=UNKNOWN;time=UNKNOWN,CheckAvailability,CheckAvailability,CheckAvailability,True,True,True,False,True,False,True,False,False,False,,
Show whether I am available around October 15.,Calendar,Calendar,Calendar,CheckAvailability,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,/calendar/availability,date=October 15,date=October 15;time=UNKNOWN,date=October 15;time=UNKNOWN,CheckAvailability,CheckAvailability,CheckAvailability,True,True,True,True,True,True,True,False,False,False,,
Can something fit into my schedule on November 3 at noon?,Calendar,Calendar,Calendar,CheckAvailability,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,/calendar/availability,date=November 3;time=noon,date=November 3;time=noon,date=November 3;time=noon,CheckAvailability,CheckAvailability,CheckAvailability,True,True,True,True,True,True,True,False,False,False,,
Do I have anything blocking next Wednesday?,Calendar,Calendar,Calendar,CheckAvailability,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,/calendar/availability,date=next Wednesday,date=UNKNOWN;time=UNKNOWN,date=UNKNOWN;time=UNKNOWN,CheckAvailability,CheckAvailability,CheckAvailability,True,True,True,False,True,False,True,False,False,False,,
Could I say yes to a call on August 8 at 4pm?,Calendar,Calendar,Calendar,CheckAvailability,CreateMeeting,CreateMeeting,/calendar/availability,/calendar/meetings/create,/calendar/meetings/create,date=August 8;time=4pm,date=August 8;time=4pm,date=August 8;time=4pm,CheckAvailability,CreateMeeting,CreateMeeting,True,False,False,True,False,False,False,False,True,False,participant,
Would December 1 work for me?,Calendar,Calendar,Calendar,CheckAvailability,CheckAvailability,CheckAvailability,/calendar/availability,/calendar/availability,/calendar/availability,date=December 1,date=December 1;time=UNKNOWN,date=December 1;time=UNKNOWN,CheckAvailability,CheckAvailability,CheckAvailability,True,True,True,True,True,True,True,False,False,False,,
List my calendar events for Monday.,Calendar,Calendar,Calendar,ListEvents,ListEvents,ListEvents,/calendar/events,/calendar/events,/calendar/events,date=Monday,day=Monday,date=Monday,ListEvents,ListEvents,ListEvents,True,True,True,True,True,True,True,False,False,False,,
Show me all events scheduled for June 25.,Calendar,Calendar,Calendar,ListEvents,ListEvents,ListEvents,/calendar/events,/calendar/events,/calendar/events,date=June 25,date=June 25,date=June 25,ListEvents,ListEvents,ListEvents,True,True,True,True,True,True,True,False,False,False,,
List the meetings I have for tomorrow.,Calendar,Calendar,Calendar,ListEvents,ListEvents,ListEvents,/calendar/events,/calendar/events,/calendar/events,date=tomorrow,date=UNKNOWN,date=UNKNOWN,ListEvents,ListEvents,ListEvents,True,True,True,False,True,False,True,False,False,False,,
Display my calendar events for next Friday.,Calendar,Calendar,Calendar,ListEvents,ListEvents,ListEvents,/calendar/events,/calendar/events,/calendar/events,date=next Friday,date=UNKNOWN,date=UNKNOWN,ListEvents,ListEvents,ListEvents,True,True,True,False,True,False,True,False,False,False,,
Show calendar appointments and events on July 10.,Calendar,Calendar,Calendar,ListEvents,ListEvents,ListEvents,/calendar/events,/calendar/events,/calendar/events,date=July 10,date=July 10;UNKNOWN=UNKNOWN,date=July 10;UNKNOWN=UNKNOWN,ListEvents,ListEvents,ListEvents,True,True,True,True,True,True,False,True,False,True,,UNKNOWN
List everything on my schedule for Thursday.,Calendar,Calendar,Calendar,ListEvents,ListEvents,ListEvents,/calendar/events,/calendar/events,/calendar/events,date=Thursday,date=UNKNOWN,date=UNKNOWN,ListEvents,ListEvents,ListEvents,True,True,True,False,True,False,True,False,False,False,,
Show my calendar events and meetings for August 5.,Calendar,Calendar,Calendar,ListEvents,ListEvents,ListEvents,/calendar/events,/calendar/events,/calendar/events,date=August 5,date=August 5;UNKNOWN=UNKNOWN,date=August 5;UNKNOWN=UNKNOWN,ListEvents,ListEvents,ListEvents,True,True,True,True,True,True,False,True,False,True,,UNKNOWN
Can you list events on September 12?,Calendar,Calendar,Calendar,ListEvents,ListEvents,ListEvents,/calendar/events,/calendar/events,/calendar/events,date=September 12,date=September 12,date=September 12,ListEvents,ListEvents,ListEvents,True,True,True,True,True,True,True,False,False,False,,
What do I have going on today?,Calendar,Calendar,Calendar,ListEvents,ListEvents,ListEvents,/calendar/events,/calendar/events,/calendar/events,date=today,UNKNOWN,,ListEvents,ListEvents,ListEvents,True,True,True,False,True,False,False,False,True,False,date,
Let me see everything booked for next Tuesday.,Calendar,Calendar,Calendar,ListEvents,ListEvents,ListEvents,/calendar/events,/calendar/events,/calendar/events,date=next Tuesday,date=UNKNOWN,date=UNKNOWN,ListEvents,ListEvents,ListEvents,True,True,True,False,True,False,True,False,False,False,,
How does my day look on October 28?,Calendar,Calendar,Calendar,ListEvents,ListEvents,ListEvents,/calendar/events,/calendar/events,/calendar/events,date=October 28,date=October 28;userId=UNKNOWN,date=October 28;userId=UNKNOWN,ListEvents,ListEvents,ListEvents,True,True,True,True,True,True,False,True,False,True,,userId
Remind me what I committed to on November 15.,Calendar,Calendar,Calendar,ListEvents,ListEvents,ListEvents,/calendar/events,/calendar/events,/calendar/events,date=November 15,date=November 15;userId=UNKNOWN,date=November 15;userId=UNKNOWN,ListEvents,ListEvents,ListEvents,True,True,True,True,True,True,False,True,False,True,,userId
